,target_name_x,accession_1_x,query_name_x,accession_2_x,E-value_1_x,score_1_x,bias_1_x,E-value_2_x,score_2_x,bias_2_x,exp_x,reg_x,clu_x,ov_x,env_x,dom_x,rep_x,inc_x,description_x,TC,new_encoded_TC_2,accession_code,subfamilies,target_name_y,accession_1_y,query_name_y,accession_2_y,E-value_1_y,score_1_y,bias_1_y,E-value_2_y,score_2_y,bias_2_y,exp_y,reg_y,clu_y,ov_y,env_y,dom_y,rep_y,inc_y,description_y,D_classes,host,Names
715,tr|A0A2R4AM90|A0A2R4AM90_9CAUD,-,cluster_14,-,3.5e-38,130.8,3.4,4.8e-38,130.4,3.4,1.1,1,0,0,1,1,1,1,Large distal tail fiber subunit OS=Aeromonas phage AhSzw-1 OX=2138299 GN=AhSzw1_118 PE=4 SV=1,TC14,TC14TC13,A0A2R4AM90,Demerecviridae,tr|A0A2R4AM90|A0A2R4AM90_9CAUD,-,cluster_D21,-,1.6000000000000001e-28,99.8,0.0,3.5000000000000004e-28,98.8,0.0,1.5,1,0,0,1,1,1,1,Large distal tail fiber subunit OS=Aeromonas phage AhSzw-1 OX=2138299 GN=AhSzw1_118 PE=4 SV=1,D21,Aeromonas,Aeromonas phage AhSzw-1.
716,tr|A0A2S1B6B3|A0A2S1B6B3_9CAUD,-,cluster_4,-,1.9e-241,803.7,17.3,8.8e-239,794.9,17.3,2.0,1,1,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage PMBT14 OX=2059855 PE=4 SV=1,TC4,TC4TC3TC9,A0A2S1B6B3,unclassified,tr|A0A2S1B6B3|A0A2S1B6B3_9CAUD,-,cluster_D39,-,2.2e-51,174.0,0.2,4.5e-51,173.0,0.2,1.5,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage PMBT14 OX=2059855 PE=4 SV=1,D39,Pseudomonas,Pseudomonas phage PMBT14.
717,tr|A0A2S1GM07|A0A2S1GM07_9CAUD,-,cluster_11,-,3.7e-24,85.5,0.9,3.7e-24,85.5,0.9,3.3,3,0,0,3,3,2,1,Tail fiber protein OS=Erwinia phage Cronus OX=2163633 PE=4 SV=1,TC11,TC11,A0A2S1GM07,Straboviridae,tr|A0A2S1GM07|A0A2S1GM07_9CAUD,-,cluster_D81,-,2.3000000000000003e-22,78.4,0.6,6.5e-21,73.7,0.2,2.7,2,0,0,2,2,2,1,Tail fiber protein OS=Erwinia phage Cronus OX=2163633 PE=4 SV=1,D81,Erwinia,Erwinia phage Cronus.
718,tr|A0A2S1GM47|A0A2S1GM47_9CAUD,-,cluster_0,-,0.0,1078.9,70.9,9.1e-300,997.1,44.1,2.2,1,1,0,2,2,2,2,Long tail fiber proximal subunit OS=Erwinia phage Cronus OX=2163633 PE=4 SV=1,TC0,TC0,A0A2S1GM47,Straboviridae,tr|A0A2S1GM47|A0A2S1GM47_9CAUD,-,cluster_D38,-,1.1e-74,247.6,42.4,9.999999999999999e-43,144.6,13.5,6.1,2,2,3,5,5,5,4,Long tail fiber proximal subunit OS=Erwinia phage Cronus OX=2163633 PE=4 SV=1,D38,Erwinia,Erwinia phage Cronus.
719,tr|A0A2S1GNG5|A0A2S1GNG5_9CAUD,-,cluster_4,-,0.0,2178.4,30.0,0.0,2178.2,30.0,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoS_IME18 OX=2163886 PE=4 SV=1,TC4,TC4TC3TC9,A0A2S1GNG5,Drexlerviridae,tr|A0A2S1GNG5|A0A2S1GNG5_9CAUD,-,cluster_D39,-,5.2e-88,293.3,0.8,5.2e-88,293.3,0.8,2.3,2,1,0,2,2,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoS_IME18 OX=2163886 PE=4 SV=1,D39,Enterobacteria,Enterobacteria phage vB_EcoS_IME18.
720,tr|A0A2S1GNJ9|A0A2S1GNJ9_9CAUD,-,cluster_15,-,5.2e-23,80.8,6.3,5.2e-23,80.8,6.3,3.6,2,2,0,2,2,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoS_IME167 OX=2163885 PE=4 SV=1,TC15,TC15,A0A2S1GNJ9,Drexlerviridae,tr|A0A2S1GNJ9|A0A2S1GNJ9_9CAUD,-,cluster_D21,-,5.2e-21,75.3,0.1,1.8e-20,73.5,0.1,1.9,1,0,0,1,1,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoS_IME167 OX=2163885 PE=4 SV=1,D21,Enterobacteria,Enterobacteria phage vB_EcoS_IME167.
721,tr|A0A2S1GNL1|A0A2S1GNL1_9CAUD,-,cluster_4,-,0.0,2184.2,28.0,0.0,2184.1,28.0,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoS_IME167 OX=2163885 PE=4 SV=1,TC4,TC4TC3TC9,A0A2S1GNL1,Drexlerviridae,tr|A0A2S1GNL1|A0A2S1GNL1_9CAUD,-,cluster_D39,-,5.199999999999999e-90,299.8,0.6,5.199999999999999e-90,299.8,0.6,2.3,2,1,0,2,2,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoS_IME167 OX=2163885 PE=4 SV=1,D39,Enterobacteria,Enterobacteria phage vB_EcoS_IME167.
722,tr|A0A2S1GNS4|A0A2S1GNS4_9CAUD,-,cluster_11,-,1.6e-51,174.9,4.7,1.1e-34,119.9,1.0,2.1,2,0,0,2,2,2,2,"Hinge connector of long tail fiber, distal connector OS=Enterobacteria phage vB_EcoM_IME281 OX=21638",TC11,TC11,A0A2S1GNS4,Straboviridae,tr|A0A2S1GNS4|A0A2S1GNS4_9CAUD,-,cluster_D81,-,4.1e-31,106.4,1.2,9.4e-31,105.3,0.3,2.1,2,0,0,2,2,1,1,"Hinge connector of long tail fiber, distal connector OS=Enterobacteria phage vB_EcoM_IME281 OX=21638",D81,Enterobacteria,Enterobacteria phage vB_EcoM_IME281.
723,tr|A0A2S1GNT1|A0A2S1GNT1_9CAUD,-,cluster_0,-,0.0,1476.6,62.2,0.0,1280.7,43.0,3.1,2,1,1,3,3,3,3,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME281 OX=2163887 PE=4 SV=1,TC0,TC0,A0A2S1GNT1,Straboviridae,tr|A0A2S1GNT1|A0A2S1GNT1_9CAUD,-,cluster_D38,-,1.1e-99,328.2,43.4,2e-53,179.2,10.8,5.0,3,2,1,4,4,4,4,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME281 OX=2163887 PE=4 SV=1,D38,Enterobacteria,Enterobacteria phage vB_EcoM_IME281.
724,tr|A0A2S1GPS1|A0A2S1GPS1_9CAUD,-,cluster_6,-,3.7e-27,95.3,36.1,5.9e-19,68.3,28.4,3.3,1,1,1,2,2,2,2,Tail fiber protein OS=Enterobacteria phage vB_EcoM_IME338 OX=2163888 PE=4 SV=1,TC6,TC6,A0A2S1GPS1,Ounavirinae,tr|A0A2S1GPS1|A0A2S1GPS1_9CAUD,-,cluster_D4,-,1.2999999999999998e-43,148.3,41.7,4.199999999999999e-43,146.7,41.7,1.9,1,0,0,1,1,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoM_IME338 OX=2163888 PE=4 SV=1,D4,Enterobacteria,Enterobacteria phage vB_EcoM_IME338.
725,tr|A0A2S1GPS3|A0A2S1GPS3_9CAUD,-,cluster_6,-,2.0999999999999998e-242,803.9,32.2,2.3999999999999997e-242,803.8,32.2,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoM_IME338 OX=2163888 PE=4 SV=1,TC6,TC6,A0A2S1GPS3,Ounavirinae,tr|A0A2S1GPS3|A0A2S1GPS3_9CAUD,-,cluster_D34,-,7.5e-49,163.4,1.9,1.9e-48,162.1,1.9,1.7,1,0,0,1,1,1,1,Tail fiber protein OS=Enterobacteria phage vB_EcoM_IME338 OX=2163888 PE=4 SV=1,D34,Enterobacteria,Enterobacteria phage vB_EcoM_IME338.
726,tr|A0A2S1GPW6|A0A2S1GPW6_9CAUD,-,cluster_11,-,2e-129,429.7,7.1,2.1999999999999997e-129,429.5,7.1,1.0,1,0,0,1,1,1,1,Distal hinge connector of long tail fiber OS=Enterobacteria phage vB_EcoM_IME339 OX=2163889 PE=4 SV=,TC11,TC11,A0A2S1GPW6,Straboviridae,tr|A0A2S1GPW6|A0A2S1GPW6_9CAUD,-,cluster_D1,-,5e-27,93.9,0.1,1.3e-26,92.6,0.1,1.7,1,0,0,1,1,1,1,Distal hinge connector of long tail fiber OS=Enterobacteria phage vB_EcoM_IME339 OX=2163889 PE=4 SV=,D1,Enterobacteria,Enterobacteria phage vB_EcoM_IME339.
727,tr|A0A2S1GPZ3|A0A2S1GPZ3_9CAUD,-,cluster_0,-,0.0,2972.9,55.7,0.0,2972.7,55.7,1.0,1,0,0,1,1,1,1,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME339 OX=2163889 PE=4 SV=1,TC0,TC0TC14,A0A2S1GPZ3,Straboviridae,tr|A0A2S1GPZ3|A0A2S1GPZ3_9CAUD,-,cluster_D38,-,6.3999999999999995e-121,396.7,36.5,5.5999999999999995e-61,203.5,13.6,4.0,3,0,0,3,3,3,3,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME339 OX=2163889 PE=4 SV=1,D38,Enterobacteria,Enterobacteria phage vB_EcoM_IME339.
728,tr|A0A2S1GQM5|A0A2S1GQM5_9CAUD,-,cluster_11,-,2.8e-144,478.3,9.9,3.1e-144,478.1,9.9,1.0,1,0,0,1,1,1,1,Putative hinge connector of long tail fiber distal connector OS=Enterobacteria phage vB_EcoM_IME340,TC11,TC11,A0A2S1GQM5,Straboviridae,tr|A0A2S1GQM5|A0A2S1GQM5_9CAUD,-,cluster_D81,-,9.2e-42,140.5,0.5,1.8e-41,139.5,0.5,1.5,1,0,0,1,1,1,1,Putative hinge connector of long tail fiber distal connector OS=Enterobacteria phage vB_EcoM_IME340,D81,Enterobacteria,Enterobacteria phage vB_EcoM_IME340.
729,tr|A0A2S1GQP3|A0A2S1GQP3_9CAUD,-,cluster_0,-,0.0,3005.7,57.0,0.0,3005.5,57.0,1.0,1,0,0,1,1,1,1,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME340 OX=2163890 PE=4 SV=1,TC0,TC0TC14,A0A2S1GQP3,Straboviridae,tr|A0A2S1GQP3|A0A2S1GQP3_9CAUD,-,cluster_D38,-,4.3e-120,394.1,41.1,9.7e-61,202.7,13.5,4.3,4,0,0,4,4,3,3,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME340 OX=2163890 PE=4 SV=1,D38,Enterobacteria,Enterobacteria phage vB_EcoM_IME340.
730,tr|A0A2S1GQW2|A0A2S1GQW2_9CAUD,-,cluster_0,-,1.1e-14,52.7,8.4,1.7e-14,52.0,8.4,1.2,1,0,0,1,1,1,1,Short tail fibers OS=Enterobacteria phage vB_EcoM_IME340 OX=2163890 PE=4 SV=1,TC0,TC0,A0A2S1GQW2,Straboviridae,tr|A0A2S1GQW2|A0A2S1GQW2_9CAUD,-,cluster_D38,-,7.7e-24,83.8,8.3,1.5e-10,40.9,0.5,3.9,3,1,0,3,3,3,3,Short tail fibers OS=Enterobacteria phage vB_EcoM_IME340 OX=2163890 PE=4 SV=1,D38,Enterobacteria,Enterobacteria phage vB_EcoM_IME340.
731,tr|A0A2S1GRD4|A0A2S1GRD4_9CAUD,-,cluster_11,-,6.799999999999999e-47,159.8,3.1,2.3e-46,158.1,3.1,1.7,1,1,0,1,1,1,1,Hinge connector of long tail fiber distal connector OS=Enterobacteria phage vB_EcoM_IME341 OX=216389,TC11,TC11,A0A2S1GRD4,Straboviridae,tr|A0A2S1GRD4|A0A2S1GRD4_9CAUD,-,cluster_D81,-,1.9999999999999998e-32,110.6,0.7,4.4e-32,109.5,0.2,1.9,2,0,0,2,2,1,1,Hinge connector of long tail fiber distal connector OS=Enterobacteria phage vB_EcoM_IME341 OX=216389,D81,Enterobacteria,Enterobacteria phage vB_EcoM_IME341.
732,tr|A0A2S1GRD9|A0A2S1GRD9_9CAUD,-,cluster_0,-,0.0,1980.9,50.6,0.0,1980.7,50.6,1.0,1,0,0,1,1,1,1,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME341 OX=2163891 PE=4 SV=1,TC0,TC0TC14,A0A2S1GRD9,Straboviridae,tr|A0A2S1GRD9|A0A2S1GRD9_9CAUD,-,cluster_D57,-,2.3e-100,333.1,4.0,6.6e-100,331.6,4.0,1.9,1,0,0,1,1,1,1,Long tail fiber proximal subunit OS=Enterobacteria phage vB_EcoM_IME341 OX=2163891 PE=4 SV=1,D57,Enterobacteria,Enterobacteria phage vB_EcoM_IME341.
733,tr|A0A2S1GSC8|A0A2S1GSC8_9CAUD,-,cluster_4,-,0.0,1884.4,44.0,0.0,1872.8,44.0,2.9,1,1,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoS_IME347 OX=2496546 PE=4 SV=1,TC4,TC4TC3TC9,A0A2S1GSC8,Drexlerviridae,tr|A0A2S1GSC8|A0A2S1GSC8_9CAUD,-,cluster_D39,-,2.7e-85,284.4,0.1,1.3e-84,282.2,0.1,2.2,1,1,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoS_IME347 OX=2496546 PE=4 SV=1,D39,Escherichia,Escherichia phage vB_EcoS_IME347.
734,tr|A0A2S1GSL7|A0A2S1GSL7_9CAUD,-,cluster_16,-,2.2e-68,231.0,15.8,2.6e-62,211.0,10.9,2.4,1,1,1,2,2,2,2,Tail fiber protein OS=Dickeya phage Dagda OX=2163630 PE=4 SV=1,TC16,TC16,A0A2S1GSL7,Autographiviridae,tr|A0A2S1GSL7|A0A2S1GSL7_9CAUD,-,cluster_D66,-,1.3e-45,154.6,0.2,2.9e-45,153.5,0.2,1.6,1,0,0,1,1,1,1,Tail fiber protein OS=Dickeya phage Dagda OX=2163630 PE=4 SV=1,D66,Dickeya,Dickeya phage Dagda.
735,tr|A0A2S1GT38|A0A2S1GT38_9CAUD,-,cluster_16,-,1e-76,258.6,25.6,5.4e-75,252.9,25.6,2.4,1,1,0,1,1,1,1,Tail fiber protein OS=Pectobacterium phage Jarilo OX=2163634 PE=4 SV=1,TC16,TC16,A0A2S1GT38,Autographiviridae,tr|A0A2S1GT38|A0A2S1GT38_9CAUD,-,cluster_D66,-,1.6e-58,196.3,1.4,4.3e-58,194.9,1.4,1.8,1,0,0,1,1,1,1,Tail fiber protein OS=Pectobacterium phage Jarilo OX=2163634 PE=4 SV=1,D66,Pectobacterium,Pectobacterium phage Jarilo.
736,tr|A0A2S1GTD1|A0A2S1GTD1_9CAUD,-,cluster_16,-,6.8e-98,328.6,35.3,1.6e-95,320.7,35.3,2.1,1,1,0,1,1,1,1,Tail fibers protein OS=Dickeya phage Ninurta OX=2163631 PE=4 SV=1,TC16,TC16TC7,A0A2S1GTD1,Autographiviridae,tr|A0A2S1GTD1|A0A2S1GTD1_9CAUD,-,cluster_D66,-,2.6e-65,218.2,2.8,5.2e-65,217.3,2.8,1.5,1,0,0,1,1,1,1,Tail fibers protein OS=Dickeya phage Ninurta OX=2163631 PE=4 SV=1,D66,Dickeya,Dickeya phage Ninurta.
737,tr|A0A2S1GTS5|A0A2S1GTS5_9CAUD,-,cluster_10,-,2e-10,39.7,14.4,2e-10,39.7,14.4,2.8,1,1,1,2,2,1,1,Tail fiber OS=Acinetobacter phage vB_AbaM_B9 OX=2163899 GN=AB9_050 PE=4 SV=1,TC10,TC10,A0A2S1GTS5,unclassified,tr|A0A2S1GTS5|A0A2S1GTS5_9CAUD,-,cluster_D23,-,1.2e-11,44.5,28.6,5.3e-11,42.4,7.8,3.9,3,1,1,4,4,3,1,Tail fiber OS=Acinetobacter phage vB_AbaM_B9 OX=2163899 GN=AB9_050 PE=4 SV=1,D23,Acinetobacter,Acinetobacter phage vB_AbaM_B9.
738,tr|A0A2S1PDH2|A0A2S1PDH2_9CAUD,-,cluster_16,-,2.9999999999999997e-83,280.2,21.9,7.099999999999999e-82,275.6,22.0,2.0,1,1,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage 22PfluR64PP OX=2163970 PE=4 SV=1,TC16,TC16,A0A2S1PDH2,Autographiviridae,tr|A0A2S1PDH2|A0A2S1PDH2_9CAUD,-,cluster_D66,-,1.8e-58,196.1,0.8,5.0000000000000005e-58,194.7,0.8,1.8,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage 22PfluR64PP OX=2163970 PE=4 SV=1,D66,Pseudomonas,Pseudomonas phage 22PfluR64PP.
739,tr|A0A2S1PDT4|A0A2S1PDT4_9CAUD,-,cluster_16,-,1.6e-82,277.8,21.3,3.7000000000000003e-81,273.2,21.3,2.0,1,1,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage 71PfluR64PP OX=2163977 PE=4 SV=1,TC16,TC16,A0A2S1PDT4,Autographiviridae,tr|A0A2S1PDT4|A0A2S1PDT4_9CAUD,-,cluster_D66,-,9.4e-58,193.8,0.7,2.5e-57,192.4,0.7,1.8,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage 71PfluR64PP OX=2163977 PE=4 SV=1,D66,Pseudomonas,Pseudomonas phage 71PfluR64PP.
740,tr|A0A2S1PEB2|A0A2S1PEB2_9CAUD,-,cluster_0,-,2.1000000000000004e-258,860.1,38.4,1.8e-250,833.8,33.6,2.0,2,0,0,2,2,2,2,Proximal tail fiber subunit OS=Aeromonas phage 50AhydR13PP OX=2163978 PE=4 SV=1,TC0,TC0,A0A2S1PEB2,Straboviridae,tr|A0A2S1PEB2|A0A2S1PEB2_9CAUD,-,cluster_D38,-,4.9e-81,268.2,49.6,6.1e-42,142.1,11.0,6.1,3,2,4,7,7,5,5,Proximal tail fiber subunit OS=Aeromonas phage 50AhydR13PP OX=2163978 PE=4 SV=1,D38,Aeromonas,Aeromonas phage 50AhydR13PP.
741,tr|A0A2S1PGM2|A0A2S1PGM2_9CAUD,-,cluster_0,-,3.7e-254,846.0,50.9,1.3000000000000002e-246,821.0,44.7,2.2,1,1,0,2,2,2,2,Tail fiber protein OS=Aeromonas phage 60AhydR15PP OX=2163979 PE=4 SV=1,TC0,TC0,A0A2S1PGM2,Straboviridae,tr|A0A2S1PGM2|A0A2S1PGM2_9CAUD,-,cluster_D38,-,4.2e-80,265.1,56.6,6.1e-42,142.1,11.0,6.1,3,2,4,7,7,5,5,Tail fiber protein OS=Aeromonas phage 60AhydR15PP OX=2163979 PE=4 SV=1,D38,Aeromonas,Aeromonas phage 60AhydR15PP.
742,tr|A0A2S1PGV8|A0A2S1PGV8_9CAUD,-,cluster_16,-,1.6e-82,277.8,21.3,3.7000000000000003e-81,273.2,21.3,2.0,1,1,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage 67PfluR64PP OX=2163980 PE=4 SV=1,TC16,TC16,A0A2S1PGV8,Autographiviridae,tr|A0A2S1PGV8|A0A2S1PGV8_9CAUD,-,cluster_D66,-,9.7e-58,193.8,0.7,2.5e-57,192.4,0.7,1.7,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage 67PfluR64PP OX=2163980 PE=4 SV=1,D66,Pseudomonas,Pseudomonas phage 67PfluR64PP.
743,tr|A0A2U7N8D6|A0A2U7N8D6_9CAUD,-,cluster_0,-,0.0,1325.1,43.2,0.0,1240.8,27.4,2.0,1,1,1,2,2,2,2,Long-tail fiber proximal subunit domain-containing protein OS=Pseudomonas phage PspYZU05 OX=1983556,TC0,TC0,A0A2U7N8D6,Straboviridae,tr|A0A2U7N8D6|A0A2U7N8D6_9CAUD,-,cluster_D38,-,2e-93,308.1,44.9,1.8e-50,169.6,11.1,6.1,2,2,3,5,5,5,4,Long-tail fiber proximal subunit domain-containing protein OS=Pseudomonas phage PspYZU05 OX=1983556,D38,Pseudomonas,Pseudomonas phage PspYZU05.
744,tr|A0A2U7N8E1|A0A2U7N8E1_9CAUD,-,cluster_11,-,1.4e-43,149.0,4.4,1.7e-42,145.5,4.4,2.0,1,1,0,1,1,1,1,Hinge connector of long tail fiber distal connector OS=Pseudomonas phage PspYZU05 OX=1983556 GN=PspY,TC11,TC11,A0A2U7N8E1,Straboviridae,tr|A0A2U7N8E1|A0A2U7N8E1_9CAUD,-,cluster_D81,-,1.2e-23,82.5,0.2,2.4e-23,81.5,0.2,1.5,1,0,0,1,1,1,1,Hinge connector of long tail fiber distal connector OS=Pseudomonas phage PspYZU05 OX=1983556 GN=PspY,D81,Pseudomonas,Pseudomonas phage PspYZU05.
745,tr|A0A2U7NC16|A0A2U7NC16_9CAUD,-,cluster_16,-,2.1999999999999998e-75,254.2,38.9,4.3999999999999996e-75,253.2,35.3,2.5,2,1,0,2,2,2,1,Tail fiber protein OS=Pseudomonas phage PspYZU08 OX=1983557 GN=PspYZU08_43 PE=4 SV=1,TC16,TC16,A0A2U7NC16,Autographiviridae,tr|A0A2U7NC16|A0A2U7NC16_9CAUD,-,cluster_D66,-,3e-60,201.9,2.0,6.4e-60,200.8,2.0,1.6,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage PspYZU08 OX=1983557 GN=PspYZU08_43 PE=4 SV=1,D66,Pseudomonas,Pseudomonas phage PspYZU08.
746,tr|A0A2U8QNU3|A0A2U8QNU3_9CAUD,-,cluster_0,-,0.0,1941.6,50.0,0.0,1941.4,50.0,1.0,1,0,0,1,1,1,1,Long tail fiber proximal subunit OS=Escherichia phage vB_EcoM_NBG1 OX=2184698 GN=vBEcoMNBG1_246 PE=4,TC0,TC0TC14,A0A2U8QNU3,Straboviridae,tr|A0A2U8QNU3|A0A2U8QNU3_9CAUD,-,cluster_D57,-,6.6e-117,387.0,3.9,6.6e-117,387.0,3.9,2.6,3,0,0,3,3,1,1,Long tail fiber proximal subunit OS=Escherichia phage vB_EcoM_NBG1 OX=2184698 GN=vBEcoMNBG1_246 PE=4,D57,Escherichia,Escherichia phage vB_EcoM_NBG1.
747,tr|A0A2U8QNY2|A0A2U8QNY2_9CAUD,-,cluster_14,-,1.5999999999999999e-183,612.2,61.1,2e-141,472.8,32.8,3.8,2,1,2,4,4,3,3,Tail fiber protein OS=Escherichia phage vB_EcoM_NBG1 OX=2184698 GN=vBEcoMNBG1_249 PE=3 SV=1,TC14,TC14TC13TC6TC0,A0A2U8QNY2,Straboviridae,tr|A0A2U8QNY2|A0A2U8QNY2_9CAUD,-,cluster_D72,-,8.9e-37,124.8,1.1,8.9e-37,124.8,1.1,3.2,2,1,0,2,2,2,1,Tail fiber protein OS=Escherichia phage vB_EcoM_NBG1 OX=2184698 GN=vBEcoMNBG1_249 PE=3 SV=1,D72,Escherichia,Escherichia phage vB_EcoM_NBG1.
748,tr|A0A2U8QP78|A0A2U8QP78_9CAUD,-,cluster_11,-,8.5e-127,421.1,11.2,9.5e-127,420.9,11.2,1.0,1,0,0,1,1,1,1,Tail fibers protein OS=Escherichia phage vB_EcoM_NBG1 OX=2184698 GN=vBEcoMNBG1_248 PE=4 SV=1,TC11,TC11,A0A2U8QP78,Straboviridae,tr|A0A2U8QP78|A0A2U8QP78_9CAUD,-,cluster_D81,-,3.1e-37,126.0,0.3,8e-37,124.7,0.3,1.7,1,0,0,1,1,1,1,Tail fibers protein OS=Escherichia phage vB_EcoM_NBG1 OX=2184698 GN=vBEcoMNBG1_248 PE=4 SV=1,D81,Escherichia,Escherichia phage vB_EcoM_NBG1.
749,tr|A0A2U8QQA6|A0A2U8QQA6_9CAUD,-,cluster_0,-,1.1e-14,52.7,8.4,1.7e-14,52.0,8.4,1.2,1,0,0,1,1,1,1,Short tail fiber protein OS=Escherichia phage vB_EcoM_NBG2 OX=2184699 GN=vBEcoMNBG2_148 PE=4 SV=1,TC0,TC0,A0A2U8QQA6,Straboviridae,tr|A0A2U8QQA6|A0A2U8QQA6_9CAUD,-,cluster_D38,-,7.7e-24,83.8,8.3,1.5e-10,40.9,0.5,3.9,3,1,0,3,3,3,3,Short tail fiber protein OS=Escherichia phage vB_EcoM_NBG2 OX=2184699 GN=vBEcoMNBG2_148 PE=4 SV=1,D38,Escherichia,Escherichia phage vB_EcoM_NBG2.
750,tr|A0A2U8QQD4|A0A2U8QQD4_9CAUD,-,cluster_11,-,2.8e-144,478.3,9.9,3.1e-144,478.1,9.9,1.0,1,0,0,1,1,1,1,Hinge connector long tail fiber OS=Escherichia phage vB_EcoM_NBG2 OX=2184699 GN=vBEcoMNBG2_236 PE=4,TC11,TC11,A0A2U8QQD4,Straboviridae,tr|A0A2U8QQD4|A0A2U8QQD4_9CAUD,-,cluster_D81,-,9.2e-42,140.5,0.5,1.8e-41,139.5,0.5,1.5,1,0,0,1,1,1,1,Hinge connector long tail fiber OS=Escherichia phage vB_EcoM_NBG2 OX=2184699 GN=vBEcoMNBG2_236 PE=4,D81,Escherichia,Escherichia phage vB_EcoM_NBG2.
751,tr|A0A2U8QQK0|A0A2U8QQK0_9CAUD,-,cluster_14,-,1.8e-29,102.0,10.6,3.8e-29,100.9,10.6,1.5,1,0,0,1,1,1,1,Long tail fiber proximal subunit OS=Escherichia phage vB_EcoM_NBG2 OX=2184699 GN=vBEcoMNBG2_234 PE=4,TC14,TC14,A0A2U8QQK0,Straboviridae,tr|A0A2U8QQK0|A0A2U8QQK0_9CAUD,-,cluster_D38,-,1.8e-119,392.1,40.2,1.8e-60,201.9,13.3,4.3,4,0,0,4,4,3,3,Long tail fiber proximal subunit OS=Escherichia phage vB_EcoM_NBG2 OX=2184699 GN=vBEcoMNBG2_234 PE=4,D38,Escherichia,Escherichia phage vB_EcoM_NBG2.
752,tr|A0A2U8USI1|A0A2U8USI1_9CAUD,-,cluster_16,-,2.7e-37,128.4,0.4,4.4e-37,127.6,0.4,1.3,1,0,0,1,1,1,1,Probable tail spike protein OS=Klebsiella phage KP32_isolate 192 OX=2790304 PE=3 SV=1,TC16,TC16,A0A2U8USI1,Autographiviridae,tr|A0A2U8USI1|A0A2U8USI1_9CAUD,-,cluster_D66,-,3.7e-32,111.2,0.4,8.1e-32,110.1,0.4,1.6,1,0,0,1,1,1,1,Probable tail spike protein OS=Klebsiella phage KP32_isolate 192 OX=2790304 PE=3 SV=1,D66,Klebsiella,Klebsiella phage KP32_isolate 192.
753,tr|A0A2U8USL4|A0A2U8USL4_9CAUD,-,cluster_16,-,9.500000000000001e-37,126.5,0.3,1.5e-36,125.8,0.3,1.3,1,0,0,1,1,1,1,Probable tail spike protein OS=Klebsiella phage KP32_isolate 194 OX=2790305 PE=3 SV=1,TC16,TC16,A0A2U8USL4,Autographiviridae,tr|A0A2U8USL4|A0A2U8USL4_9CAUD,-,cluster_D66,-,4.6e-32,110.9,0.4,1e-31,109.7,0.4,1.6,1,0,0,1,1,1,1,Probable tail spike protein OS=Klebsiella phage KP32_isolate 194 OX=2790305 PE=3 SV=1,D66,Klebsiella,Klebsiella phage KP32_isolate 194.
754,tr|A0A2U8USR9|A0A2U8USR9_9CAUD,-,cluster_16,-,1.5e-32,112.7,2.0,2.5e-32,111.9,2.0,1.3,1,0,0,1,1,1,1,Probable tail spike protein OS=Klebsiella phage KP32_isolate 195 OX=2790306 PE=4 SV=1,TC16,TC16TC10,A0A2U8USR9,Autographiviridae,tr|A0A2U8USR9|A0A2U8USR9_9CAUD,-,cluster_D66,-,1.2e-28,99.8,0.7,4.1e-28,98.1,0.7,2.0,1,0,0,1,1,1,1,Probable tail spike protein OS=Klebsiella phage KP32_isolate 195 OX=2790306 PE=4 SV=1,D66,Klebsiella,Klebsiella phage KP32_isolate 195.
